Price,MPG,passenger_capacity,passenger_door,weight_lbs,passenger_volume_ft3,wheelbase_in,trach_width_front_in,height_in,fuel_tank_gal,sae_net_torque_rpm,sae_net_horsepower_rpm,Displacement,trans_type,airbag_frontal_driver,airbag_frontal_passenger,airbag_passenger_switch_onoff,airbag_side_body_front,airbag_side_body_rear,aibag_side_head_front,aibag_side_head_rear,brakes_abs,child_safety_doorlocks_rear,daytime_running_lights,traction_control,night_vision,rollover_protection_bars,fog_lamps,parking_aid,tire_pressure_motor,backup_camera,stability_control,Mileage,basic_years,corrosion_miles_km,corrosion_years,Drivetrain_Years,Curb_to,road_size,Make,front_wid,ratio,rim,Engine_Electric,Engine_Flat,Engine_I6,Engine_l3,Engine_l4,Engine_l5,Engine_l6,Engine_V6,Engine_V8,Engine_V10,Engine_V12,Engine_W8,Engine_W12,Drivetrain_4WD,Drivetrain_AWD,Drivetrain_FWD,Drivetrain_RWD,Category_Car,Category_Pickup,Category_SUV,Category_Van
36200,18,4,2,3351,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38100,17,4,2,3583,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44550,16,4,2,3759,89,109,59,54,16,300,300,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38100,17,4,2,3583,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
45000,17,4,2,3792,84,109,59,55,16,200,230,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
51200,17,4,2,4001,84,109,59,55,16,300,300,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2010,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44550,17,4,2,3792,84,109,59,55,16,200,230,3,6,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35400,17,5,4,3527,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37400,17,5,4,3770,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33600,18,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33600,18,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40300,17,5,4,3594,93,109,59,56,16,300,300,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33600,18,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40300,17,5,4,3594,93,109,59,56,16,300,300,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43900,23,5,4,3825,93,109,59,56,16,425,265,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33600,18,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35600,17,5,4,3583,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35600,17,5,4,3583,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2009,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
36500,18,4,2,3351,89,109,59,54,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42200,17,4,2,3571,89,109,59,54,16,300,300,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36500,18,4,2,3351,89,109,59,54,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38400,17,4,2,3582,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44100,16,4,2,3571,89,109,59,54,16,300,300,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38400,17,4,2,3582,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44550,17,4,2,3792,84,109,59,55,16,200,230,3,6,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50700,17,4,2,3946,84,109,59,55,16,300,300,3,6,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2009,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
43200,19,4,2,3792,84,109,59,55,16,200,230,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34200,20,5,4,3527,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36100,19,5,4,3770,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
32400,20,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32400,20,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38900,19,5,4,3594,93,109,59,56,16,300,300,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32400,20,5,4,3340,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34300,19,5,4,3583,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34300,19,5,4,3583,93,109,59,56,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2007,205,55,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35300,20,4,2,3351,89,109,59,54,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40800,19,4,2,3571,89,109,59,54,16,300,300,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35300,20,4,2,3351,89,109,59,54,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37100,19,4,2,3582,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37100,19,4,2,3582,89,109,59,55,16,200,230,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,39,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43200,19,4,2,3792,84,109,59,55,16,200,230,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
49100,19,4,2,3946,84,109,59,55,16,300,300,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,150000,2007,225,45,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30900,20,5,4,3285,93,109,59,56,16,185,215,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,50000,2006,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36600,20,5,4,3417,93,109,59,56,16,220,255,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,50000,2006,225,45,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30900,20,5,4,3285,93,109,59,56,16,185,215,3,6,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,50000,2006,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39000,19,4,2,3560,80,107,58,54,17,175,184,3,5,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31200,19,5,4,3450,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31200,20,5,4,3362,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32950,19,5,4,3594,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,36,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29300,19,5,4,3307,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29300,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35700,20,5,4,3285,91,107,58,56,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29300,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37450,20,5,4,3483,91,107,58,57,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31050,19,5,4,3461,91,107,58,57,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,12,50000,4,36,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
31700,19,5,2,3285,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47300,16,5,2,3415,84,108,59,54,17,262,333,3,6,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,36,50000,2005,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37300,20,5,2,3285,84,107,58,54,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31700,20,5,2,3197,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55800,16,4,2,3781,80,108,59,54,17,262,333,3,6,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,36,50000,2005,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44600,19,4,2,3616,80,107,58,54,17,214,225,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,50000,4,150000,12,50000,4,34,50000,2005,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37800,19,4,2,3560,80,107,58,54,17,175,184,3,5,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30800,20,5,4,3362,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30800,20,5,4,3362,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32550,19,5,4,3594,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28100,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28100,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35200,20,5,4,3285,91,107,58,56,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
28100,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36950,20,5,4,3483,91,107,58,57,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29850,19,5,4,3461,91,107,58,57,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30500,20,5,2,3197,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
47100,16,5,2,3415,84,107,59,54,17,262,333,3,6,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,50000,4,150000,6,50000,4,36,50000,2004,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36800,20,5,2,3285,84,107,58,54,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30500,20,5,2,3197,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
55600,16,4,2,3781,80,107,59,54,17,262,333,3,6,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,50000,4,150000,6,50000,4,36,50000,2004,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
44100,19,4,2,3616,80,107,58,54,17,214,225,3,6,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2004,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36700,19,4,2,3560,74,107,58,54,17,175,184,3,5,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30400,20,5,4,3362,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30400,20,5,4,3362,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
32150,19,5,4,3594,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,36,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27800,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27800,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34800,20,5,4,3285,91,107,58,56,17,214,225,3,6,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27800,20,5,4,3219,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36550,20,5,4,3483,91,107,58,56,17,214,225,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,36,50000,2003,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29550,19,5,4,3461,91,107,58,56,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,36,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29600,20,5,2,3197,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
46500,16,5,2,3415,84,108,58,54,17,262,333,3,6,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,50000,4,150000,6,50000,4,36,50000,2003,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35600,21,5,2,3285,84,107,58,54,17,214,225,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29600,20,5,2,3197,84,107,58,54,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
54500,16,4,2,3781,74,108,58,54,17,262,333,3,6,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,50000,4,150000,6,50000,4,36,50000,2003,255,45,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
42900,20,4,2,3616,74,107,58,54,17,214,225,3,5,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,50000,4,150000,6,50000,4,34,50000,2003,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
36100,19,4,2,3560,74,107,55,55,17,175,184,3,5,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
29500,20,5,4,3362,91,107,55,56,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31250,19,5,4,3594,91,107,55,57,17,175,184,3,5,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33990,21,5,4,3285,91,107,58,56,17,214,225,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27100,20,5,4,3219,91,107,55,55,17,175,184,3,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35740,20,5,4,3483,91,107,55,57,17,214,225,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
28850,19,5,4,3461,91,107,55,57,17,175,184,3,5,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,50000,4,50000,4,50000,4,34,50000,2002,205,55,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
